# Title: February 2022 - January 2023 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
NC-025,Cabarrus County,North Carolina,60.6,1.2,103,59.4
NC-027,Caldwell County,North Carolina,58.2,1.7,119,56.4
NC-029,Camden County,North Carolina,61.8,2.6,125,59.2
NC-031,Carteret County,North Carolina,64.2,1.8,119,62.3
NC-033,Caswell County,North Carolina,59.3,1.7,114,57.7
NC-035,Catawba County,North Carolina,59.9,2,120,57.9
NC-037,Chatham County,North Carolina,61.3,2.2,123,59.1
NC-039,Cherokee County,North Carolina,56.9,1.1,103,55.8
NC-041,Chowan County,North Carolina,62.4,2.6,127,59.8
NC-043,Clay County,North Carolina,55.8,1.7,115,54.2
NC-045,Cleveland County,North Carolina,60.2,1.6,116,58.6
NC-047,Columbus County,North Carolina,64.2,2.1,125,62.1
NC-049,Craven County,North Carolina,63.3,2.1,121,61.3
NC-051,Cumberland County,North Carolina,63.6,2.4,127,61.2
NC-053,Currituck County,North Carolina,62,2.6,125,59.4
NC-055,Dare County,North Carolina,63.1,1.9,125,61.2
NC-057,Davidson County,North Carolina,60,2,118,58
NC-059,Davie County,North Carolina,59.4,2.1,120,57.3
NC-061,Duplin County,North Carolina,62.8,1.8,122,61
NC-063,Durham County,North Carolina,60.9,2.6,126,58.3
NC-065,Edgecombe County,North Carolina,61.8,2.3,127,59.5
NC-067,Forsyth County,North Carolina,59,2,117,57.1
NC-069,Franklin County,North Carolina,60.8,2.5,126,58.3
NC-071,Gaston County,North Carolina,61.1,2.1,118,58.9
NC-073,Gates County,North Carolina,61.4,2.4,128,59
NC-075,Graham County,North Carolina,54.9,1.3,108,53.6
NC-077,Granville County,North Carolina,60,2.6,125,57.5
NC-079,Greene County,North Carolina,62.3,1.8,120,60.5
NC-081,Guilford County,North Carolina,59.7,2,119,57.7
NC-083,Halifax County,North Carolina,60.9,2.3,125,58.6
NC-085,Harnett County,North Carolina,62.6,2.3,126,60.3
NC-087,Haywood County,North Carolina,51.8,1.4,113,50.4
NC-089,Henderson County,North Carolina,55.7,1.1,103,54.6
NC-091,Hertford County,North Carolina,61.4,2.5,129,58.9
NC-093,Hoke County,North Carolina,63.6,2.9,127,60.7
NC-095,Hyde County,North Carolina,63.4,1.7,116,61.7
NC-097,Iredell County,North Carolina,59.5,2,121,57.5
NC-099,Jackson County,North Carolina,53.3,1.4,110,51.9
NC-101,Johnston County,North Carolina,62.3,2.1,123,60.2
NC-103,Jones County,North Carolina,63,2,121,61
NC-105,Lee County,North Carolina,62.1,2.3,126,59.7
NC-107,Lenoir County,North Carolina,62.2,1.4,114,60.8
NC-109,Lincoln County,North Carolina,60.4,2.1,122,58.3
NC-111,McDowell County,North Carolina,57.4,1.5,115,55.8
NC-113,Macon County,North Carolina,54.7,1.7,118,53
NC-115,Madison County,North Carolina,55.7,1.9,119,53.8
NC-117,Martin County,North Carolina,62.3,2.4,126,59.8
NC-119,Mecklenburg County,North Carolina,61.5,2.1,122,59.4
NC-121,Mitchell County,North Carolina,52.2,1.5,113,50.6
NC-123,Montgomery County,North Carolina,62.5,2.6,128,59.8
NC-125,Moore County,North Carolina,62.7,2.8,127,59.9
NC-127,Nash County,North Carolina,61.3,2.5,126,58.8
NC-129,New Hanover County,North Carolina,65.2,2.7,129,62.5
NC-131,Northampton County,North Carolina,60.9,2.3,127,58.5
NC-133,Onslow County,North Carolina,63.8,2.2,126,61.6
NC-135,Orange County,North Carolina,60.1,2.2,123,57.9
NC-137,Pamlico County,North Carolina,63.7,1.7,118,62
NC-139,Pasquotank County,North Carolina,62,2.6,125,59.4
NC-141,Pender County,North Carolina,64.1,2.3,126,61.7
NC-143,Perquimans County,North Carolina,62.2,2.6,126,59.5
NC-145,Person County,North Carolina,59.2,2.1,121,57.1
NC-147,Pitt County,North Carolina,62.5,2,123,60.5
NC-149,Polk County,North Carolina,59.6,1.3,111,58.3
NC-151,Randolph County,North Carolina,60.7,1.9,118,58.7
NC-153,Richmond County,North Carolina,63.5,2.7,126,60.7
NC-155,Robeson County,North Carolina,64.5,2.7,128,61.7
NC-157,Rockingham County,North Carolina,59.4,1.9,119,57.4
NC-159,Rowan County,North Carolina,60,1.8,114,58.3
NC-161,Rutherford County,North Carolina,59.8,1.5,115,58.3
NC-163,Sampson County,North Carolina,63,2,123,61
NC-165,Scotland County,North Carolina,64.1,3.1,127,61
NC-167,Stanly County,North Carolina,61.9,1.9,121,60
NC-169,Stokes County,North Carolina,58.3,1.9,116,56.5
NC-171,Surry County,North Carolina,57.7,2.2,120,55.5
NC-173,Swain County,North Carolina,52.8,1.2,105,51.6
NC-175,Transylvania County,North Carolina,54.8,1.5,113,53.3
NC-177,Tyrrell County,North Carolina,63,2.3,125,60.7
NC-179,Union County,North Carolina,62.4,2.3,123,60.1
NC-181,Vance County,North Carolina,60.2,2.6,126,57.5
NC-183,Wake County,North Carolina,61.7,2.5,126,59.2
NC-185,Warren County,North Carolina,60.3,2.5,124,57.8
NC-187,Washington County,North Carolina,62.6,2.5,125,60.2
NC-189,Watauga County,North Carolina,51.9,1.9,117,50
NC-191,Wayne County,North Carolina,62.4,1.8,121,60.6
NC-193,Wilkes County,North Carolina,57.9,2.2,123,55.7
NC-195,Wilson County,North Carolina,62.2,2.3,125,59.9
NC-197,Yadkin County,North Carolina,58.5,2,116,56.5
NC-199,Yancey County,North Carolina,52.1,1.6,114,50.4
ND-001,Adams County,North Dakota,42.3,0.8,79,41.5
ND-003,Barnes County,North Dakota,40,0.3,67,39.7
ND-005,Benson County,North Dakota,38.3,0.4,71,37.9
ND-007,Billings County,North Dakota,41.7,0.2,65,41.5
ND-009,Bottineau County,North Dakota,37.9,0,63,37.8
ND-011,Bowman County,North Dakota,42.7,0.7,79,42
ND-013,Burke County,North Dakota,37.6,-0.1,58,37.7
ND-015,Burleigh County,North Dakota,39.9,-0.2,58,40.2
ND-017,Cass County,North Dakota,40.5,0,60,40.5
ND-019,Cavalier County,North Dakota,36.6,0.5,73,36.1
ND-021,Dickey County,North Dakota,40.5,-0.6,48,41.1
ND-023,Divide County,North Dakota,38.5,0.6,73,37.9
ND-025,Dunn County,North Dakota,41.2,0.4,69,40.8
ND-027,Eddy County,North Dakota,38.7,0.1,62,38.6
ND-029,Emmons County,North Dakota,40.8,-0.6,50,41.4
ND-031,Foster County,North Dakota,38.8,-0.1,58,39
ND-033,Golden Valley County,North Dakota,42.1,0.2,68,41.9
ND-035,Grand Forks County,North Dakota,38.7,-0.2,55,38.9
ND-037,Grant County,North Dakota,41.4,-0.1,61,41.5
ND-039,Griggs County,North Dakota,38.6,0.1,62,38.5
ND-041,Hettinger County,North Dakota,41.4,0.2,68,41.1
ND-043,Kidder County,North Dakota,38.9,-0.5,48,39.5
ND-045,LaMoure County,North Dakota,40.5,-0.1,60,40.6
ND-047,Logan County,North Dakota,39.6,-0.4,55,40
ND-049,McHenry County,North Dakota,39.1,0,60,39.1
ND-051,McIntosh County,North Dakota,39.9,-0.5,51,40.4
ND-053,McKenzie County,North Dakota,41.3,0.6,73,40.7
ND-055,McLean County,North Dakota,40.3,0.3,70,40.1
ND-057,Mercer County,North Dakota,40.9,0,64,40.9
ND-059,Morton County,North Dakota,40.9,-0.1,60,41.1
ND-061,Mountrail County,North Dakota,39,0.1,69,38.9
ND-063,Nelson County,North Dakota,38,0.2,69,37.8
ND-065,Oliver County,North Dakota,40.6,-0.3,54,40.9
ND-067,Pembina County,North Dakota,38.3,0.8,79,37.5
ND-069,Pierce County,North Dakota,38,0.4,72,37.7
ND-071,Ramsey County,North Dakota,38,0.4,75,37.6
ND-073,Ransom County,North Dakota,41,0.1,62,41
ND-075,Renville County,North Dakota,38.4,-0.2,56,38.6
ND-077,Richland County,North Dakota,41.7,0.3,69,41.4
ND-079,Rolette County,North Dakota,36.7,0.6,80,36.1
ND-081,Sargent County,North Dakota,40.9,-0.5,49,41.4
ND-083,Sheridan County,North Dakota,39.3,0.1,64,39.2
ND-085,Sioux County,North Dakota,41.7,-0.4,59,42
ND-087,Slope County,North Dakota,42.2,0.2,66,42
ND-089,Stark County,North Dakota,41.1,-0.1,61,41.2
ND-091,Steele County,North Dakota,38.3,-0.8,38,39.1
ND-093,Stutsman County,North Dakota,39.7,0,63,39.7
ND-095,Towner County,North Dakota,37.1,0.7,84,36.4
ND-097,Traill County,North Dakota,39.3,-0.7,45,40
ND-099,Walsh County,North Dakota,38.3,0.4,71,37.9
ND-101,Ward County,North Dakota,39.4,0,68,39.3
ND-103,Wells County,North Dakota,38.4,-0.3,53,38.7
ND-105,Williams County,North Dakota,39.9,0.7,79,39.2
OH-001,Adams County,Ohio,54.4,1.5,111,52.8
OH-003,Allen County,Ohio,52.7,2.7,121,50
OH-005,Ashland County,Ohio,51.1,2.5,118,48.6
OH-007,Ashtabula County,Ohio,50.7,3.3,125,47.4
OH-009,Athens County,Ohio,53.8,1.9,115,51.9
OH-011,Auglaize County,Ohio,52.4,2.3,119,50.1
OH-013,Belmont County,Ohio,52.2,1.5,105,50.6
OH-015,Brown County,Ohio,54,1.7,110,52.4
OH-017,Butler County,Ohio,54.2,1.9,114,52.3
OH-019,Carroll County,Ohio,51.8,2.5,122,49.2
OH-021,Champaign County,Ohio,52.1,1.9,115,50.2
OH-023,Clark County,Ohio,53.3,2.5,122,50.8
OH-025,Clermont County,Ohio,54.8,2,113,52.9
OH-027,Clinton County,Ohio,53.9,2.6,121,51.3
OH-029,Columbiana County,Ohio,50.9,2.1,113,48.9
OH-031,Coshocton County,Ohio,52.2,2.2,116,50
OH-033,Crawford County,Ohio,51.9,2.9,123,49
OH-035,Cuyahoga County,Ohio,52.5,3.3,125,49.2
OH-037,Darke County,Ohio,52.7,2.5,121,50.3
OH-039,Defiance County,Ohio,51.8,2.5,120,49.3
OH-041,Delaware County,Ohio,52.6,1.8,113,50.8
OH-043,Erie County,Ohio,52.6,2.4,124,50.1
OH-045,Fairfield County,Ohio,53.2,1.9,115,51.3
OH-047,Fayette County,Ohio,53.5,2.4,119,51.1
OH-049,Franklin County,Ohio,53.9,2.2,118,51.7
OH-051,Fulton County,Ohio,51.7,2.9,123,48.8
OH-053,Gallia County,Ohio,54.2,0.8,87,53.5
OH-055,Geauga County,Ohio,50.6,3.4,125,47.2
OH-057,Greene County,Ohio,54.1,2.7,123,51.4
OH-059,Guernsey County,Ohio,53.1,2.5,121,50.6
OH-061,Hamilton County,Ohio,55.1,2,112,53.2
OH-063,Hancock County,Ohio,53.2,3.4,125,49.8
OH-065,Hardin County,Ohio,53.1,3.3,126,49.8
OH-067,Harrison County,Ohio,52.1,2.2,116,49.9
OH-069,Henry County,Ohio,52.4,2.9,124,49.5
OH-071,Highland County,Ohio,53.7,2.1,116,51.6
OH-073,Hocking County,Ohio,53.1,1.7,110,51.4
OH-075,Holmes County,Ohio,51.4,2.2,116,49.2
OH-077,Huron County,Ohio,51.7,2.4,122,49.3
OH-079,Jackson County,Ohio,54,1.5,108,52.4
OH-081,Jefferson County,Ohio,51.8,1.4,107,50.3
OH-083,Knox County,Ohio,51.2,1.9,115,49.3
OH-085,Lake County,Ohio,51.9,3.5,124,48.4
OH-087,Lawrence County,Ohio,55.4,1.8,113,53.6
OH-089,Licking County,Ohio,52.5,2.1,119,50.4
OH-091,Logan County,Ohio,51.8,2.1,116,49.7
OH-093,Lorain County,Ohio,51.9,2.2,118,49.8
OH-095,Lucas County,Ohio,53.4,3.7,126,49.7
OH-097,Madison County,Ohio,53.3,2.3,120,50.9
OH-099,Mahoning County,Ohio,51,2.8,120,48.1
OH-101,Marion County,Ohio,52.6,2.6,122,50
OH-103,Medina County,Ohio,52,2.9,123,49.1
OH-105,Meigs County,Ohio,53.7,0.9,90,52.8
OH-107,Mercer County,Ohio,52.1,2.2,119,49.9
OH-109,Miami County,Ohio,53.8,2.8,124,51
OH-111,Monroe County,Ohio,52.6,1.3,103,51.2
OH-113,Montgomery County,Ohio,54.5,2.8,124,51.6
OH-115,Morgan County,Ohio,53.5,2,118,51.5
OH-117,Morrow County,Ohio,51.3,2.1,118,49.2
OH-119,Muskingum County,Ohio,53.3,2.5,121,50.8
OH-121,Noble County,Ohio,53.3,2.1,118,51.2
OH-123,Ottawa County,Ohio,53,2.9,125,50.1
OH-125,Paulding County,Ohio,52,2.3,118,49.7
OH-127,Perry County,Ohio,53,2.1,120,50.8
OH-129,Pickaway County,Ohio,53.9,1.8,112,52.2
OH-131,Pike County,Ohio,54.5,2.1,117,52.4
OH-133,Portage County,Ohio,51.6,3.7,127,47.9
OH-135,Preble County,Ohio,52.5,1.8,111,50.7
OH-137,Putnam County,Ohio,52.7,2.8,123,49.9
OH-139,Richland County,Ohio,51.2,2.8,121,48.4
OH-141,Ross County,Ohio,54.1,2,115,52.2
OH-143,Sandusky County,Ohio,52.7,2.6,125,50.1
OH-145,Scioto County,Ohio,54.9,1.9,113,53
OH-147,Seneca County,Ohio,52.4,2.7,124,49.7
OH-149,Shelby County,Ohio,52.3,2.2,119,50.1
OH-151,Stark County,Ohio,52.6,3.8,126,48.8
OH-153,Summit County,Ohio,53,4,129,49
OH-155,Trumbull County,Ohio,50.8,3.1,121,47.7
OH-157,Tuscarawas County,Ohio,52.5,2.7,123,49.8
OH-159,Union County,Ohio,52.2,1.7,111,50.5
OH-161,Van Wert County,Ohio,52.1,2.2,117,49.9
OH-163,Vinton County,Ohio,53.5,1.6,109,51.9
OH-165,Warren County,Ohio,54.8,2.5,122,52.2
OH-167,Washington County,Ohio,54.4,2.1,119,52.3
OH-169,Wayne County,Ohio,51.6,2.6,120,49
OH-171,Williams County,Ohio,51,2.6,120,48.4
OH-173,Wood County,Ohio,53.1,3.3,124,49.9
OH-175,Wyandot County,Ohio,53.3,3.5,128,49.9
OK-001,Adair County,Oklahoma,60.1,1.5,112,58.6
OK-003,Alfalfa County,Oklahoma,59.9,1.8,113,58
OK-005,Atoka County,Oklahoma,63.7,1.7,122,62
OK-007,Beaver County,Oklahoma,58.1,1.4,109,56.7
OK-009,Beckham County,Oklahoma,62.2,2.9,125,59.3
OK-011,Blaine County,Oklahoma,60.9,2,116,59
OK-013,Bryan County,Oklahoma,64.8,2.2,122,62.7
OK-015,Caddo County,Oklahoma,62,2,122,59.9
OK-017,Canadian County,Oklahoma,61.4,2,119,59.4
OK-019,Carter County,Oklahoma,63.7,1.2,108,62.4
OK-021,Cherokee County,Oklahoma,60.9,1.3,111,59.5
OK-023,Choctaw County,Oklahoma,64.3,2.1,123,62.2
OK-025,Cimarron County,Oklahoma,54.8,0.3,73,54.5
OK-027,Cleveland County,Oklahoma,62,1.5,111,60.5
OK-029,Coal County,Oklahoma,63.5,1.7,115,61.9
OK-031,Comanche County,Oklahoma,63.2,2,120,61.2
OK-033,Cotton County,Oklahoma,64.5,2.1,122,62.4
OK-035,Craig County,Oklahoma,59.8,1.2,107,58.6
OK-037,Creek County,Oklahoma,61.2,1.3,110,59.9
OK-039,Custer County,Oklahoma,61.2,2.3,122,58.9
OK-041,Delaware County,Oklahoma,59.9,1.4,110,58.5
OK-043,Dewey County,Oklahoma,60.3,2.1,120,58.2
OK-045,Ellis County,Oklahoma,59.3,2,116,57.3
OK-047,Garfield County,Oklahoma,60.7,2.1,115,58.6
OK-049,Garvin County,Oklahoma,63,1.4,111,61.6
OK-051,Grady County,Oklahoma,62.2,1.9,118,60.3
OK-053,Grant County,Oklahoma,60,1.9,113,58
OK-055,Greer County,Oklahoma,63.1,2.7,124,60.5
OK-057,Harmon County,Oklahoma,63.7,2.9,127,60.8
OK-059,Harper County,Oklahoma,59.1,1.7,114,57.4
OK-061,Haskell County,Oklahoma,62.7,1.6,112,61.1
OK-063,Hughes County,Oklahoma,62.6,1.5,110,61.1
OK-065,Jackson County,Oklahoma,64.1,2.7,124,61.5
OK-067,Jefferson County,Oklahoma,64.4,1.5,112,62.9
OK-069,Johnston County,Oklahoma,64,1.8,120,62.1
OK-071,Kay County,Oklahoma,60.1,1.9,110,58.3
OK-073,Kingfisher County,Oklahoma,61.4,1.7,110,59.7
OK-075,Kiowa County,Oklahoma,62.9,2.4,124,60.5
OK-077,Latimer County,Oklahoma,62.4,1.5,110,61
OK-079,Le Flore County,Oklahoma,62.1,1.8,118,60.3
OK-081,Lincoln County,Oklahoma,61.7,1.4,107,60.4
OK-083,Logan County,Oklahoma,61.4,1.6,111,59.7
OK-085,Love County,Oklahoma,64.5,1.5,115,63.1
OK-087,McClain County,Oklahoma,62.3,1.6,114,60.6
OK-089,McCurtain County,Oklahoma,63.5,2.6,126,61
OK-091,McIntosh County,Oklahoma,62.6,1.4,112,61.2
OK-093,Major County,Oklahoma,60.4,1.8,112,58.6
OK-095,Marshall County,Oklahoma,64.6,1.8,118,62.8
OK-097,Mayes County,Oklahoma,60.7,1.1,104,59.6
OK-099,Murray County,Oklahoma,63.4,1.5,114,61.9
OK-101,Muskogee County,Oklahoma,62.2,1.4,109,60.8
OK-103,Noble County,Oklahoma,61.1,2.1,119,59
OK-105,Nowata County,Oklahoma,59.7,1.1,103,58.6
OK-107,Okfuskee County,Oklahoma,61.9,1.2,106,60.7
OK-109,Oklahoma County,Oklahoma,61.7,1.6,110,60.1
OK-111,Okmulgee County,Oklahoma,61.9,1.1,106,60.8
OK-113,Osage County,Oklahoma,60,1.5,109,58.6
OK-115,Ottawa County,Oklahoma,60.1,1.9,119,58.2
OK-117,Pawnee County,Oklahoma,61.2,1.9,118,59.3
OK-119,Payne County,Oklahoma,61.6,2,120,59.6
OK-121,Pittsburg County,Oklahoma,62.7,1.3,105,61.4
OK-123,Pontotoc County,Oklahoma,63.1,1.7,117,61.4
OK-125,Pottawatomie County,Oklahoma,62.3,1.4,109,60.9
OK-127,Pushmataha County,Oklahoma,62.9,1.8,122,61.1
OK-129,Roger Mills County,Oklahoma,61,2.6,124,58.4
OK-131,Rogers County,Oklahoma,60.8,1.3,106,59.5
OK-133,Seminole County,Oklahoma,62.4,1.5,111,60.9
OK-135,Sequoyah County,Oklahoma,62.1,1.6,113,60.5
OK-137,Stephens County,Oklahoma,63.2,1.4,112,61.7
OK-139,Texas County,Oklahoma,57.3,1.2,102,56
OK-141,Tillman County,Oklahoma,64.5,2.4,124,62.1
OK-143,Tulsa County,Oklahoma,61.2,1.3,107,59.9
OK-145,Wagoner County,Oklahoma,61.6,1.1,105,60.5
OK-147,Washington County,Oklahoma,59.8,1.2,105,58.6
OK-149,Washita County,Oklahoma,61.8,2.2,122,59.6
OK-151,Woods County,Oklahoma,59.4,1.8,114,57.5
OK-153,Woodward County,Oklahoma,59.4,1.8,114,57.6
OR-001,Baker County,Oregon,46,1.6,112,44.4
OR-003,Benton County,Oregon,52.8,1.3,113,51.5
OR-005,Clackamas County,Oregon,49.3,1.7,116,47.6
OR-007,Clatsop County,Oregon,50.4,1.5,111,48.9
OR-009,Columbia County,Oregon,51.5,1.8,116,49.7
OR-011,Coos County,Oregon,52.5,1.3,100,51.3
OR-013,Crook County,Oregon,46.7,2,121,44.7
OR-015,Curry County,Oregon,52.8,1.3,104,51.5
OR-017,Deschutes County,Oregon,45.2,1.9,119,43.4
OR-019,Douglas County,Oregon,51.5,1.7,111,49.8
OR-021,Gilliam County,Oregon,50.6,1.5,104,49.1
OR-023,Grant County,Oregon,44.6,1.3,104,43.3
OR-025,Harney County,Oregon,46.5,1.8,108,44.7
OR-027,Hood River County,Oregon,46.5,1.9,120,44.6
OR-029,Jackson County,Oregon,51.1,1.9,115,49.3
OR-031,Jefferson County,Oregon,48.2,1.8,117,46.4
OR-033,Josephine County,Oregon,52.2,2.4,121,49.8
OR-035,Klamath County,Oregon,45.4,2.1,119,43.3
OR-037,Lake County,Oregon,45.8,1.8,113,44
OR-039,Lane County,Oregon,50.4,1.3,109,49.1
OR-041,Lincoln County,Oregon,51.6,0.7,102,50.9
OR-043,Linn County,Oregon,49.8,1.3,111,48.5
OR-045,Malheur County,Oregon,48.2,1.2,96,47
OR-047,Marion County,Oregon,50.5,1.4,112,49
OR-049,Morrow County,Oregon,50.3,1.8,110,48.5
OR-051,Multnomah County,Oregon,52.2,1.7,114,50.5
OR-053,Polk County,Oregon,52.3,1.4,112,50.9
OR-055,Sherman County,Oregon,50.6,1.6,110,49
OR-057,Tillamook County,Oregon,49.7,1,106,48.7
OR-059,Umatilla County,Oregon,49.2,1.7,108,47.5
OR-061,Union County,Oregon,44.7,1.4,101,43.4
OR-063,Wallowa County,Oregon,43.6,1,89,42.6
OR-065,Wasco County,Oregon,49.2,1.8,117,47.4
OR-067,Washington County,Oregon,51.6,1.5,112,50.1
OR-069,Wheeler County,Oregon,47.9,1.6,114,46.3
OR-071,Yamhill County,Oregon,52.3,1.3,110,51
PA-001,Adams County,Pennsylvania,53.9,2.7,121,51.1
PA-003,Allegheny County,Pennsylvania,52.9,2.2,119,50.7
PA-005,Armstrong County,Pennsylvania,50.6,1.9,114,48.7
PA-007,Beaver County,Pennsylvania,51.6,1.5,108,50.1
PA-009,Bedford County,Pennsylvania,51.9,2.3,120,49.6
PA-011,Berks County,Pennsylvania,53.7,3.1,126,50.6
PA-013,Blair County,Pennsylvania,50.6,2.1,118,48.5
PA-015,Bradford County,Pennsylvania,48.3,2.4,120,45.9
PA-017,Bucks County,Pennsylvania,54.7,3.8,127,50.8
PA-019,Butler County,Pennsylvania,50.6,1.9,114,48.7
PA-021,Cambria County,Pennsylvania,48.7,1.8,116,46.9
PA-023,Cameron County,Pennsylvania,48.7,2,120,46.7
PA-025,Carbon County,Pennsylvania,49.7,3.1,123,46.6
PA-027,Centre County,Pennsylvania,50.2,2.1,121,48.1
PA-029,Chester County,Pennsylvania,54.6,3.1,124,51.5
PA-031,Clarion County,Pennsylvania,49.2,2.1,114,47.1
PA-033,Clearfield County,Pennsylvania,49.2,2.3,122,46.9
PA-035,Clinton County,Pennsylvania,49.6,1.9,117,47.7
PA-037,Columbia County,Pennsylvania,50.6,2.7,123,47.9
PA-039,Crawford County,Pennsylvania,49.3,3,119,46.4
PA-041,Cumberland County,Pennsylvania,53.9,2.8,121,51.1
PA-043,Dauphin County,Pennsylvania,53.7,3.4,127,50.2
PA-045,Delaware County,Pennsylvania,56.7,3.7,127,53.1
PA-047,Elk County,Pennsylvania,48.6,3.1,126,45.5
PA-049,Erie County,Pennsylvania,49.7,3.1,123,46.6
PA-051,Fayette County,Pennsylvania,51.2,1.4,108,49.7
PA-053,Forest County,Pennsylvania,48.5,2.5,118,45.9
PA-055,Franklin County,Pennsylvania,53.4,2.4,118,51
PA-057,Fulton County,Pennsylvania,53,2.5,120,50.5
PA-059,Greene County,Pennsylvania,52.4,1.6,109,50.7
PA-061,Huntingdon County,Pennsylvania,52.2,2.4,121,49.8
PA-063,Indiana County,Pennsylvania,50.1,1.8,114,48.2
PA-065,Jefferson County,Pennsylvania,49.3,2.9,122,46.4
PA-067,Juniata County,Pennsylvania,52.7,2.3,121,50.5
PA-069,Lackawanna County,Pennsylvania,49.3,3.7,127,45.7
PA-071,Lancaster County,Pennsylvania,54.5,3.2,123,51.3
PA-073,Lawrence County,Pennsylvania,50.9,2,114,48.9
PA-075,Lebanon County,Pennsylvania,53.7,3.5,127,50.2
PA-077,Lehigh County,Pennsylvania,53.2,3.4,124,49.8
PA-079,Luzerne County,Pennsylvania,49.6,3.1,126,46.4
PA-081,Lycoming County,Pennsylvania,49.7,2.6,121,47.1
PA-083,McKean County,Pennsylvania,48.1,3.5,126,44.6
PA-085,Mercer County,Pennsylvania,50,2.8,120,47.3
PA-087,Mifflin County,Pennsylvania,52.1,2.2,121,49.9
PA-089,Monroe County,Pennsylvania,49.1,3.1,123,46
PA-091,Montgomery County,Pennsylvania,55.4,3.7,126,51.7
PA-093,Montour County,Pennsylvania,51.7,2.8,124,48.9
PA-095,Northampton County,Pennsylvania,52.5,3.6,125,48.8
PA-097,Northumberland County,Pennsylvania,51.9,2.9,125,49
PA-099,Perry County,Pennsylvania,53.2,2.7,122,50.5
PA-101,Philadelphia County,Pennsylvania,57.3,4.2,129,53.2
PA-103,Pike County,Pennsylvania,49.1,3.3,126,45.8
PA-105,Potter County,Pennsylvania,47.5,2.4,121,45.1
PA-107,Schuylkill County,Pennsylvania,51.1,3,126,48.1
PA-109,Snyder County,Pennsylvania,52.2,2.5,123,49.6
PA-111,Somerset County,Pennsylvania,49,2,118,46.9
PA-113,Sullivan County,Pennsylvania,46.9,2.3,119,44.6
PA-115,Susquehanna County,Pennsylvania,48.4,2.9,122,45.5
PA-117,Tioga County,Pennsylvania,47.8,2.5,122,45.3
PA-119,Union County,Pennsylvania,51.5,2.6,124,48.9
PA-121,Venango County,Pennsylvania,49.2,2.4,115,46.8
PA-123,Warren County,Pennsylvania,48.1,2.7,118,45.4
PA-125,Washington County,Pennsylvania,52.3,1.9,112,50.5
PA-127,Wayne County,Pennsylvania,48.5,3.3,129,45.2
PA-129,Westmoreland County,Pennsylvania,51.8,1.9,115,49.9
PA-131,Wyoming County,Pennsylvania,49.4,3.2,125,46.2
PA-133,York County,Pennsylvania,54.6,3.5,125,51.1
RI-001,Bristol County,Rhode Island,54,4.2,130,49.8
RI-003,Kent County,Rhode Island,52.9,4.4,130,48.4
RI-005,Newport County,Rhode Island,53.7,4.1,130,49.5
RI-007,Providence County,Rhode Island,52.5,4.3,130,48.2
RI-009,Washington County,Rhode Island,53.3,4.6,130,48.7
SC-001,Abbeville County,South Carolina,63.2,1.9,121,61.3
SC-003,Aiken County,South Carolina,65.2,2.2,123,63
SC-005,Allendale County,South Carolina,65.5,1.7,120,63.8
SC-007,Anderson County,South Carolina,62.4,1.9,121,60.5
SC-009,Bamberg County,South Carolina,64.9,1.2,106,63.7
SC-011,Barnwell County,South Carolina,65.1,1.6,118,63.5
SC-013,Beaufort County,South Carolina,68.2,2.6,128,65.7
SC-015,Berkeley County,South Carolina,66.3,2.2,122,64.1
SC-017,Calhoun County,South Carolina,65.3,1.9,123,63.4
SC-019,Charleston County,South Carolina,67.1,2.3,123,64.7
SC-021,Cherokee County,South Carolina,61.1,1.7,117,59.5
SC-023,Chester County,South Carolina,62.3,1.5,120,60.7
SC-025,Chesterfield County,South Carolina,63.3,2.3,123,61.1
SC-027,Clarendon County,South Carolina,65.1,1.7,117,63.4
SC-029,Colleton County,South Carolina,66.4,2.3,121,64.2
SC-031,Darlington County,South Carolina,64.6,2.5,127,62.1
SC-033,Dillon County,South Carolina,64.8,2.6,127,62.2
SC-035,Dorchester County,South Carolina,66.6,2.5,126,64.1
SC-037,Edgefield County,South Carolina,64.6,2,123,62.6
SC-039,Fairfield County,South Carolina,63.5,1.8,122,61.6
SC-041,Florence County,South Carolina,65.1,2.2,121,62.9
SC-043,Georgetown County,South Carolina,65.2,1.5,117,63.7
SC-045,Greenville County,South Carolina,61.3,2,121,59.2
SC-047,Greenwood County,South Carolina,63.4,1.8,120,61.7
SC-049,Hampton County,South Carolina,66.2,2,121,64.2
SC-051,Horry County,South Carolina,64.6,1.8,120,62.9
SC-053,Jasper County,South Carolina,67.4,2.4,128,65.1
SC-055,Kershaw County,South Carolina,63.6,2,121,61.6
SC-057,Lancaster County,South Carolina,62.4,2.1,123,60.3
SC-059,Laurens County,South Carolina,62.7,1.6,118,61
SC-061,Lee County,South Carolina,64.5,2.3,125,62.2
SC-063,Lexington County,South Carolina,64.7,2.3,123,62.4
SC-065,McCormick County,South Carolina,64,1.8,121,62.2
SC-067,Marion County,South Carolina,64.9,2,119,62.9
SC-069,Marlboro County,South Carolina,64.4,2.6,127,61.8
SC-071,Newberry County,South Carolina,63.6,1.9,123,61.6
SC-073,Oconee County,South Carolina,60.4,0.9,95,59.5
